   Date      Prec    AWRI     EDI
1963-09-01    1.3   411.4    0.05
1963-09-02    0.0   406.3   -0.01
1963-09-03    1.3   402.8    0.02
1963-09-04    0.0   398.0    0.03
1963-09-05    0.0   393.5   -0.04
1963-09-06    0.0   389.2   -0.05
1963-09-07    0.0   385.1   -0.04
1963-09-08    0.0   381.1   -0.02
1963-09-09    0.0   377.2   -0.07
1963-09-10    0.0   373.3   -0.10
1963-09-11    0.0   369.6   -0.15
1963-09-12    0.0   366.0   -0.15
1963-09-13    0.0   362.4   -0.15
1963-09-14    0.0   358.9   -0.16
1963-09-15    9.4   364.9   -0.10
1963-09-16    0.0   360.1   -0.12
1963-09-17    0.0   356.1   -0.16
1963-09-18    0.0   352.4   -0.18
1963-09-19    0.0   348.8   -0.20
1963-09-20    3.3   348.7   -0.20
1963-09-21    0.0   344.9   -0.26
1963-09-22    0.0   341.4   -0.25
1963-09-23    0.0   338.1   -0.24
1963-09-24   24.0   358.9   -0.09
1963-09-25    0.0   352.1   -0.10
1963-09-26   10.4   357.6   -0.04
1963-09-27    0.0   351.7   -0.06
1963-09-28    0.0   347.1   -0.07
1963-09-29    0.0   342.9   -0.09
1963-09-30    0.4   339.5   -0.11
1963-10-01    0.0   335.8   -0.12
1963-10-02    0.0   332.3   -0.12
1963-10-03    0.0   328.9   -0.14
1963-10-04    0.4   326.1   -0.13
1963-10-05    0.0   322.9   -0.14
1963-10-06    6.2   326.0   -0.09
1963-10-07    0.0   322.0   -0.10
1963-10-08    0.0   318.6   -0.10
1963-10-09    0.0   315.4   -0.11
1963-10-10    0.0   312.3   -0.12
1963-10-11    0.0   309.4   -0.12
1963-10-12    0.0   306.5   -0.16
1963-10-13   16.9   320.6   -0.01
1963-10-14    0.0   315.3   -0.03
1963-10-15    0.0   311.3   -0.04
1963-10-16    8.6   316.4    0.02
1963-10-17    0.0   311.8    0.00
1963-10-18    0.0   308.1   -0.01
1963-10-19    0.0   304.7   -0.03
1963-10-20    0.0   301.5   -0.03
1963-10-21    0.0   298.5   -0.05
1963-10-22    0.0   295.6   -0.06
1963-10-23    0.0   292.8   -0.06
1963-10-24    0.0   290.1   -0.08
1963-10-25    0.0   287.4   -0.08
1963-10-26    0.0   284.8   -0.08
1963-10-27    0.0   282.2   -0.08
1963-10-28    0.0   279.7   -0.09
1963-10-29    0.0   277.3   -0.09
1963-10-30    0.0   274.8   -0.09
1963-10-31    0.0   272.5   -0.12
1963-11-01    0.0   270.1   -0.13
1963-11-02    0.0   267.8   -0.14
1963-11-03    0.0   265.5   -0.14
1963-11-04    0.0   263.3   -0.16
1963-11-05    0.0   261.1   -0.18
1963-11-06    7.5   266.4   -0.11
1963-11-07    2.0   265.1   -0.11
1963-11-08    0.0   262.0   -0.13
1963-11-09    0.0   259.4   -0.15
1963-11-10    0.0   256.9   -0.17
1963-11-11    0.6   255.1   -0.18
1963-11-12    0.0   252.8   -0.18
1963-11-13    0.0   250.5   -0.19
1963-11-14    0.8   249.1   -0.19
1963-11-15    0.0   246.8   -0.20
1963-11-16    0.0   244.6   -0.21
1963-11-17    0.4   242.9   -0.20
1963-11-18    0.0   240.7   -0.21
1963-11-19    0.1   238.7   -0.24
1963-11-20    0.0   236.7   -0.25
1963-11-21    0.0   234.7   -0.25
1963-11-22    7.3   240.0   -0.16
1963-11-23    0.0   236.9   -0.18
1963-11-24    1.0   235.5   -0.17
1963-11-25    5.3   238.3   -0.11
1963-11-26    0.0   235.3   -0.14
1963-11-27    1.8   234.5   -0.14
1963-11-28    0.0   231.9   -0.15
1963-11-29    0.0   229.6   -0.19
1963-11-30    0.0   227.4   -0.20
1963-12-01    0.0   225.2   -0.20
1963-12-02    0.0   223.2   -0.20
1963-12-03    0.0   221.2   -0.19
1963-12-04    0.0   219.2   -0.22
1963-12-05    1.2   218.5   -0.20
1963-12-06    0.0   216.4   -0.22
1963-12-07    4.0   218.4   -0.16
1963-12-08    0.0   215.9   -0.18
1963-12-09    0.0   213.7   -0.18
1963-12-10    0.6   212.3   -0.19
1963-12-11    0.0   210.3   -0.20
1963-12-12    0.0   208.3   -0.20
1963-12-13    0.0   206.4   -0.20
1963-12-14    0.0   204.6   -0.20
1963-12-15    0.0   202.8   -0.20
1963-12-16    0.0   201.0   -0.20
1963-12-17    0.0   199.3   -0.21
1963-12-18    0.0   197.6   -0.22
1963-12-19    0.0   195.9   -0.22
1963-12-20    0.2   194.4   -0.21
1963-12-21    0.0   192.7   -0.21
1963-12-22    0.2   191.3   -0.21
1963-12-23    0.0   189.6   -0.22
1963-12-24    1.0   189.0   -0.20
1963-12-25    0.0   187.2   -0.21
1963-12-26    0.0   185.5   -0.21
1963-12-27    0.0   183.9   -0.21
1963-12-28    0.0   182.3   -0.22
1963-12-29    5.6   186.3   -0.13
1963-12-30    0.0   183.9   -0.16
1963-12-31    0.0   182.0   -0.16
1964-01-01    0.0   180.2   -0.19
1964-01-02    0.0   178.4   -0.20
1964-01-03    0.0   176.8   -0.21
1964-01-04    0.0   175.2   -0.22
1964-01-05    0.0   173.6   -0.23
1964-01-06    0.0   172.0   -0.23
1964-01-07    0.0   170.5   -0.25
1964-01-08    0.3   169.3   -0.24
1964-01-09    0.0   167.7   -0.25
1964-01-10    0.0   166.2   -0.25
1964-01-11    4.2   168.9   -0.18
1964-01-12   12.6   179.4    0.03
1964-01-13    0.1   175.8   -0.02
1964-01-14    0.0   173.2   -0.03
1964-01-15    0.0   171.0   -0.05
1964-01-16    0.0   168.9   -0.08
1964-01-17    0.0   167.0   -0.09
1964-01-18    0.0   165.2   -0.09
1964-01-19    0.0   163.5   -0.10
1964-01-20    0.0   161.8   -0.12
1964-01-21    0.0   160.2   -0.12
1964-01-22    0.0   158.6   -0.13
1964-01-23    0.0   157.1   -0.14
1964-01-24    0.0   155.5   -0.14
1964-01-25    0.0   154.0   -0.14
1964-01-26    0.0   152.6   -0.14
1964-01-27    0.0   151.1   -0.15
1964-01-28    0.0   149.6   -0.14
1964-01-29    1.7   149.9   -0.12
1964-01-30    1.2   149.5   -0.11
1964-01-31    0.2   147.9   -0.11
1964-02-01    0.1   146.5   -0.11
1964-02-02    0.0   144.9   -0.12
1964-02-03    0.0   143.5   -0.12
1964-02-04    0.0   142.0   -0.12
1964-02-05    0.0   140.6   -0.12
1964-02-06    8.5   147.7    0.05
1964-02-07    2.9   148.0    0.08
1964-02-08    8.2   153.7    0.01
1964-02-09    5.9   156.4    0.10
1964-02-10    1.5   154.5    0.06
1964-02-11    0.0   151.7   -0.01
1964-02-12    0.0   149.4   -0.03
1964-02-13    0.0   147.3   -0.11
1964-02-14    0.0   145.3   -0.12
1964-02-15    0.0   143.5   -0.18
1964-02-16    0.0   141.7   -0.22
1964-02-17    0.0   140.1   -0.22
1964-02-18    0.0   138.4   -0.24
1964-02-19    0.0   136.8   -0.26
1964-02-20    0.0   135.3   -0.27
1964-02-21    0.0   133.8   -0.31
1964-02-22    0.0   132.3   -0.33
1964-02-23    0.0   130.8   -0.35
1964-02-24    0.0   129.4   -0.36
1964-02-25    0.0   128.0   -0.42
1964-02-26    0.0   126.6   -0.43
1964-02-27    0.0   125.2   -0.43
1964-02-28    0.0   123.8   -0.48
1964-03-01    0.0   122.5   -0.49
1964-03-02    0.0   121.2   -0.55
1964-03-03    0.0   119.9   -0.66
1964-03-04    0.0   118.6   -0.70
1964-03-05    0.0   117.3   -0.70
1964-03-06    0.0   116.0   -0.71
1964-03-07    0.0   114.8   -0.75
1964-03-08    0.0   113.5   -0.71
1964-03-09    0.0   112.3   -0.74
1964-03-10    0.0   111.1   -0.75
1964-03-11    0.0   109.8   -0.76
1964-03-12    0.0   108.6   -0.77
1964-03-13    0.0   107.4   -0.79
1964-03-14    0.0   106.3   -0.81
1964-03-15   17.9   123.0   -0.26
1964-03-16    0.0   119.0   -0.40
1964-03-17    0.0   116.5   -0.45
1964-03-18    0.0   114.4   -0.47
1964-03-19   13.0   125.6   -0.14
1964-03-20    0.7   122.6   -0.17
1964-03-21    0.0   119.9   -0.24
1964-03-22    0.0   117.7   -0.30
1964-03-23    0.0   115.7   -0.38
1964-03-24    0.0   113.8   -0.46
1964-03-25    0.0   112.1   -0.51
1964-03-26    0.0   110.4   -0.51
1964-03-27    0.0   108.9   -0.52
1964-03-28    2.0   109.3   -0.46
1964-03-29    0.0   107.6   -0.51
1964-03-30    2.9   108.9   -0.48
1964-03-31    0.8   107.7   -0.49
1964-04-01    6.7   112.7   -0.34
1964-04-02    0.0   110.0   -0.41
1964-04-03    2.4   110.4   -0.38
1964-04-04    0.0   108.2   -0.39
1964-04-05   46.0   152.4    1.05
1964-04-06   49.5   193.1    2.63
1964-04-07    0.0   180.3    2.15
1964-04-08    0.0   172.6    1.97
1964-04-09    0.0   166.8    1.63
1964-04-10    1.1   163.2    1.42
1964-04-11    0.0   158.9    1.38
1964-04-12    0.0   155.2    0.88
1964-04-13    0.0   151.9    0.84
1964-04-14    5.2   154.0    0.96
1964-04-15   37.3   187.7    2.21
1964-04-16   16.3   195.2    2.59
1964-04-17    6.0   193.0    2.51
1964-04-18   14.4   200.8    2.74
1964-04-19   84.7   278.1    5.49
1964-04-20    3.6   263.1    4.94
1964-04-21   14.6   266.0    5.30
1964-04-22   33.3   288.4    6.20
1964-04-23    0.0   274.9    5.77
1964-04-24    0.0   265.5    5.48
1964-04-25   17.3   275.0    5.89
1964-04-26    0.0   265.6    5.26
1964-04-27    0.0   258.4    4.98
1964-04-28    0.0   252.1    4.53
1964-04-29    0.0   246.4    3.93
1964-04-30    0.4   241.7    3.74
1964-05-01   33.2   270.0    4.81
1964-05-02    3.2   263.6    4.10
1964-05-03    0.0   256.4    3.69
1964-05-04    0.0   250.4    3.77
1964-05-05    0.0   245.2    3.66
1964-05-06    0.0   240.4    3.15
1964-05-07    0.0   236.0    2.29
1964-05-08    0.0   231.8    2.47
1964-05-09    0.0   227.9    2.51
1964-05-10    5.0   229.2    2.72
1964-05-11    0.0   224.9    2.72
1964-05-12    0.0   221.0    2.45
1964-05-13    0.0   217.5    1.73
1964-05-14    0.0   214.1    1.89
1964-05-15    0.0   210.9    1.94
1964-05-16    0.0   207.8    1.87
1964-05-17    0.5   205.3    1.79
1964-05-18    0.0   202.3    1.60
1964-05-19    0.0   199.5    1.60
1964-05-20    0.0   196.7    1.58
1964-05-21    7.1   201.1    1.75
1964-05-22   34.3   231.7    2.81
1964-05-23    0.0   223.3    2.52
1964-05-24    0.0   217.8    2.19
1964-05-25    0.0   213.4    1.99
1964-05-26    0.0   209.5    1.97
1964-05-27    0.0   205.9    1.95
1964-05-28    0.0   202.6    1.71
1964-05-29    0.0   199.5    1.77
1964-05-30    0.0   196.5    1.64
1964-05-31    0.0   193.7    1.63
1964-06-01    1.0   192.0    1.58
1964-06-02   34.7   224.0    1.92
1964-06-03    3.3   219.3    1.97
1964-06-04    0.0   213.6    1.90
1964-06-05    0.3   209.5    1.90
1964-06-06    0.0   205.6    1.95
1964-06-07    0.0   202.1    1.77
1964-06-08    0.7   199.6    1.63
1964-06-09    0.0   196.4    1.58
1964-06-10    0.2   193.7    1.48
1964-06-11   12.0   202.9    1.84
1964-06-12    0.0   198.3    1.55
1964-06-13    0.0   194.8    1.32
1964-06-14   34.4   226.1    1.96
1964-06-15    0.9   218.8    1.90
1964-06-16    0.0   213.3    1.91
1964-06-17    0.0   208.8    1.67
1964-06-18    0.0   205.0    1.41
1964-06-19    1.6   203.1    1.15
1964-06-20    0.1   199.7    1.08
1964-06-21    0.0   196.5    0.80
1964-06-22    0.0   193.5    0.79
1964-06-23    0.0   190.7    0.78
1964-06-24    0.0   188.1    0.56
1964-06-25    0.0   185.5    0.38
1964-06-26    0.0   183.1    0.31
1964-06-27    0.0   180.7    0.26
1964-06-28   16.5   194.9    0.52
1964-06-29    0.0   190.2    0.41
1964-06-30    6.8   193.6    0.44
1964-07-01   86.5   276.1    1.40
1964-07-02   46.7   306.3    1.62
1964-07-03   16.5   306.0    1.73
1964-07-04    0.0   292.8    1.49
1964-07-05   27.8   311.2    1.76
1964-07-06    0.0   299.2    1.53
1964-07-07   15.5   306.0    1.63
1964-07-08   18.5   314.9    1.75
1964-07-09    0.1   304.7    1.30
1964-07-10    0.0   296.8    1.17
1964-07-11   14.0   304.1    1.13
1964-07-12   56.9   352.9    1.26
1964-07-13    3.6   341.2    1.18
1964-07-14   89.4   420.0    1.83
1964-07-15    0.0   397.8    1.41
1964-07-16    0.0   383.8    0.96
1964-07-17   41.8   414.6    1.12
1964-07-18   20.5   419.5    1.15
1964-07-19    0.0   405.1    1.08
1964-07-20    0.0   394.1    0.99
1964-07-21    0.0   384.8    0.95
1964-07-22    0.5   377.2    0.86
1964-07-23   27.0   396.7    1.12
1964-07-24    0.1   385.9    0.87
1964-07-25    0.0   377.5    0.74
1964-07-26    0.0   370.2    0.63
1964-07-27    0.0   363.6    0.35
1964-07-28    0.0   357.5    0.29
1964-07-29    6.0   357.8    0.27
1964-07-30   33.1   384.7    0.53
1964-07-31    0.0   374.0    0.49
1964-08-01    0.0   366.4    0.39
1964-08-02    0.0   359.8    0.25
1964-08-03    0.4   354.3    0.21
1964-08-04    0.0   348.9    0.10
1964-08-05    0.2   343.9    0.09
1964-08-06    5.0   344.1    0.07
1964-08-07   34.1   372.8    0.17
1964-08-08   25.0   387.8    0.18
1964-08-09   26.7   403.5    0.33
1964-08-10    7.6   399.0    0.27
1964-08-11   52.6   441.7    0.55
1964-08-12    2.0   427.7    0.46
1964-08-13    0.0   416.5    0.38
1964-08-14    0.0   407.4    0.29
1964-08-15    0.0   399.7    0.22
1964-08-16    0.1   392.8    0.20
1964-08-17    0.0   386.4    0.18
1964-08-18    0.0   380.5    0.16
1964-08-19    0.0   374.9    0.11
1964-08-20   14.2   383.9    0.12
1964-08-21    0.0   376.7    0.07
1964-08-22    0.0   370.8    0.06
1964-08-23    0.0   365.6   -0.01
1964-08-24    0.7   361.3   -0.10
1964-08-25    0.0   356.6   -0.18
1964-08-26    0.0   352.1   -0.21
1964-08-27    8.9   356.7   -0.26
1964-08-28    0.0   351.2   -0.34
1964-08-29    2.8   349.3   -0.34
1964-08-30    0.0   344.6   -0.36
1964-08-31   40.0   380.3   -0.12
1964-09-01    3.2   373.2   -0.23
1964-09-02   12.5   378.3   -0.23
1964-09-03    2.2   372.5   -0.22
1964-09-04  116.6   482.5    0.73
1964-09-05    0.0   458.9    0.46
1964-09-06    0.0   444.8    0.39
1964-09-07    0.0   434.0    0.35
1964-09-08   40.6   465.7    0.68
1964-09-09    0.2   451.8    0.49
1964-09-10    0.0   441.6    0.39
1964-09-11    0.0   433.0    0.24
1964-09-12    3.1   428.5    0.26
1964-09-13  126.0   547.2    1.11
1964-09-14   22.2   543.3    1.15
1964-09-15    0.0   524.1    1.06
1964-09-16    0.0   510.2    0.99
1964-09-17    1.5   500.2    0.95
1964-09-18   33.6   523.7    1.11
1964-09-19    0.8   510.4    1.02
1964-09-20    0.0   499.5    0.91
1964-09-21    0.0   490.2    0.67
1964-09-22    0.0   481.8    0.70
1964-09-23    0.0   474.1    0.71
1964-09-24    0.0   467.0    0.68
1964-09-25    0.0   460.3    0.69
1964-09-26   10.0   463.9    0.76
1964-09-27    6.4   462.7    0.78
1964-09-28    0.0   455.2    0.77
1964-09-29    0.0   448.6    0.74
1964-09-30    0.0   442.6    0.68
1964-10-01    0.0   436.9    0.66
1964-10-02    0.0   431.5    0.65
1964-10-03    0.0   426.3    0.64
1964-10-04    6.0   427.3    0.69
1964-10-05   23.7   445.2    0.88
1964-10-06    0.0   436.4    0.84
1964-10-07    0.0   429.8    0.82
1964-10-08    0.0   423.9    0.81
1964-10-09    0.0   418.5    0.79
1964-10-10    0.0   413.5    0.76
1964-10-11    0.0   408.6    0.76
1964-10-12    0.0   404.0    0.71
1964-10-13    0.0   399.6    0.70
1964-10-14    0.0   395.3    0.70
1964-10-15    0.0   391.1    0.70
1964-10-16    1.6   388.6    0.70
1964-10-17    0.5   384.9    0.70
1964-10-18    0.0   380.9    0.69
1964-10-19    0.0   377.0    0.68
1964-10-20    8.6   381.8    0.78
1964-10-21    0.0   376.8    0.74
1964-10-22    0.0   372.6    0.73
1964-10-23    0.0   368.6    0.72
1964-10-24    0.0   364.8    0.70
1964-10-25    0.0   361.2    0.70
1964-10-26    0.0   357.6    0.69
1964-10-27    0.0   354.2    0.69
1964-10-28    0.0   350.8    0.67
1964-10-29    0.0   347.5    0.67
1964-10-30    0.0   344.3    0.67
1964-10-31    0.2   341.3    0.63
1964-11-01    3.5   341.7    0.66
1964-11-02    0.0   338.1    0.63
1964-11-03    0.0   334.8    0.63
1964-11-04    0.6   332.2    0.61
1964-11-05    1.8   330.9    0.60
1964-11-06    0.0   327.6    0.56
1964-11-07    0.0   324.5    0.54
1964-11-08    0.0   321.5    0.52
1964-11-09    0.0   318.6    0.50
1964-11-10    1.2   316.9    0.51
1964-11-11   17.9   331.9    0.72
1964-11-12    0.0   326.3    0.69
1964-11-13    0.2   322.3    0.67
1964-11-14    0.0   318.7    0.66
1964-11-15    0.0   315.3    0.65
1964-11-16    0.0   312.1    0.63
1964-11-17    0.0   309.1    0.63
1964-11-18    0.0   306.1    0.61
1964-11-19    0.0   303.2    0.55
1964-11-20    0.0   300.5    0.54
1964-11-21    0.0   297.7    0.55
1964-11-22    0.0   295.1    0.53
1964-11-23    0.0   292.4    0.53
1964-11-24    0.0   289.9    0.52
1964-11-25    0.0   287.3    0.51
1964-11-26    0.0   284.8    0.50
1964-11-27    0.0   282.4    0.47
1964-11-28    0.0   279.9    0.45
1964-11-29    0.0   277.6    0.44
1964-11-30    0.0   275.2    0.43
1964-12-01    0.0   272.9    0.42
1964-12-02    0.0   270.6    0.43
1964-12-03    0.0   268.3    0.43
1964-12-04    0.0   266.1    0.41
1964-12-05    1.8   265.6    0.44
1964-12-06    0.0   263.2    0.42
1964-12-07    0.0   260.8    0.41
1964-12-08    0.0   258.6    0.40
1964-12-09    0.0   256.4    0.40
1964-12-10    0.0   254.2    0.39
1964-12-11    0.0   252.1    0.39
1964-12-12    0.0   250.0    0.38
1964-12-13    0.0   247.9    0.38
1964-12-14    0.0   245.9    0.38
1964-12-15    0.0   243.8    0.37
1964-12-16    0.0   241.8    0.37
1964-12-17    0.0   239.8    0.36
1964-12-18    0.0   237.8    0.35
1964-12-19    0.0   235.9    0.35
1964-12-20    0.2   234.1    0.36
1964-12-21    0.0   232.2    0.36
1964-12-22    0.0   230.3    0.35
1964-12-23    0.0   228.3    0.34
1964-12-24    0.0   226.5    0.34
1964-12-25    0.0   224.6    0.33
1964-12-26    0.0   222.8    0.33
1964-12-27    0.0   220.9    0.33
1964-12-28    0.0   219.1    0.31
1964-12-29    0.5   217.8    0.32
1964-12-30    2.7   218.6    0.34
1964-12-31    0.0   216.4    0.34
1965-01-01    1.2   215.6    0.37
1965-01-02    0.0   213.5    0.34
1965-01-03    0.1   211.7    0.32
1965-01-04    0.0   209.8    0.31
1965-01-05    0.0   207.9    0.29
1965-01-06    1.6   207.7    0.31
1965-01-07    3.8   209.5    0.37
1965-01-08    0.0   207.0    0.36
1965-01-09    0.0   204.9    0.35
1965-01-10    3.8   206.8    0.42
1965-01-11    0.0   204.3    0.41
1965-01-12    0.0   202.2    0.39
1965-01-13    0.0   200.2    0.36
1965-01-14    0.0   198.3    0.35
1965-01-15    2.1   198.5    0.39
1965-01-16    0.0   196.4    0.35
1965-01-17    0.0   194.4    0.34
1965-01-18    2.4   195.0    0.39
1965-01-19    0.0   192.8    0.37
1965-01-20    0.0   190.9    0.35
1965-01-21    0.0   189.0    0.34
1965-01-22    0.0   187.3    0.33
1965-01-23    0.0   185.5    0.33
1965-01-24    0.0   183.8    0.31
1965-01-25    0.0   182.1    0.31
1965-01-26    0.4   180.8    0.32
1965-01-27    0.0   179.1    0.30
1965-01-28    0.0   177.5    0.30
1965-01-29    0.0   175.9    0.28
1965-01-30    0.0   174.3    0.26
1965-01-31    3.7   176.4    0.35
1965-02-01    0.0   174.3    0.34
1965-02-02    0.0   172.4    0.32
1965-02-03    0.0   170.7    0.32
1965-02-04    0.0   169.0    0.31
1965-02-05    0.3   167.7    0.32
1965-02-06    0.3   166.4    0.32
1965-02-07    0.0   164.7    0.30
1965-02-08    0.0   163.2    0.29
1965-02-09    0.0   161.6    0.26
1965-02-10    0.0   160.1    0.22
1965-02-11    0.0   158.6    0.20
1965-02-12    0.0   157.1    0.20
1965-02-13    1.6   157.3    0.19
1965-02-14    0.0   155.6    0.18
1965-02-15    0.0   154.0    0.13
1965-02-16    0.0   152.5    0.08
1965-02-17    0.0   151.0    0.09
1965-02-18    0.0   149.6    0.06
1965-02-19    0.0   148.1    0.06
1965-02-20    0.1   146.8    0.05
1965-02-21    0.0   145.4   -0.02
1965-02-22    0.0   144.0   -0.04
1965-02-23    0.1   142.7   -0.05
1965-02-24    0.0   141.3   -0.04
1965-02-25    0.0   140.0   -0.10
1965-02-26    0.0   138.6   -0.09
1965-02-27    0.0   137.3   -0.09
1965-02-28    0.0   136.0   -0.13
1965-03-01    0.0   134.6   -0.14
1965-03-02    0.0   133.3   -0.19
1965-03-03    0.0   132.0   -0.29
1965-03-04    0.0   130.7   -0.34
1965-03-05    0.0   129.4   -0.33
1965-03-06    0.6   128.8   -0.32
1965-03-07    0.0   127.4   -0.35
1965-03-08    0.0   126.1   -0.35
1965-03-09    0.0   124.8   -0.38
1965-03-10    0.0   123.5   -0.38
1965-03-11    0.0   122.3   -0.41
1965-03-12    0.0   121.0   -0.41
1965-03-13    0.0   119.8   -0.42
1965-03-14    0.0   118.6   -0.44
1965-03-15   10.5   127.8   -0.10
1965-03-16    3.3   128.3   -0.11
1965-03-17    0.0   125.8   -0.15
1965-03-18    0.0   123.8   -0.19
1965-03-19    0.0   122.0   -0.25
1965-03-20    0.0   120.4   -0.24
1965-03-21    0.0   118.9   -0.28
1965-03-22    0.0   117.4   -0.31
1965-03-23    0.0   116.0   -0.37
1965-03-24    0.0   114.6   -0.44
1965-03-25    0.0   113.2   -0.48
1965-03-26    0.0   111.9   -0.47
1965-03-27    0.0   110.6   -0.46
1965-03-28    0.0   109.3   -0.46
1965-03-29    0.0   108.0   -0.49
1965-03-30    0.0   106.7   -0.55
1965-03-31    2.4   107.9   -0.48
1965-04-01    0.0   106.3   -0.54
1965-04-02    0.0   104.9   -0.57
1965-04-03    0.0   103.6   -0.59
1965-04-04    0.0   102.3   -0.57
1965-04-05    0.0   101.0   -0.60
1965-04-06    0.0    99.8   -0.68
1965-04-07    0.0    98.6   -0.66
1965-04-08    0.0    97.5   -0.65
1965-04-09    0.0    96.3   -0.69
1965-04-10    0.0    95.2   -0.72
1965-04-11    0.0    94.1   -0.75
1965-04-12    0.0    93.0   -0.80
1965-04-13    0.0    91.9   -0.77
1965-04-14    0.0    90.8   -0.80
1965-04-15    0.0    89.7   -0.82
1965-04-16    0.0    88.6   -0.84
1965-04-17    0.0    87.6   -0.85
1965-04-18    0.0    86.5   -0.92
1965-04-19    2.5    88.0   -0.90
1965-04-20    0.0    86.6   -0.94
1965-04-21    0.0    85.5   -1.03
1965-04-22    1.3    85.7   -1.06
1965-04-23    4.4    88.9   -0.92
1965-04-24    0.0    87.1   -0.95
1965-04-25    0.0    85.7   -0.97
1965-04-26    0.0    84.4   -1.03
1965-04-27    0.0    83.3   -1.03
1965-04-28    2.2    84.3   -1.00
1965-04-29    0.0    82.9   -1.10
1965-04-30    0.0    81.7   -1.10
1965-05-01    0.0    80.6   -1.10
1965-05-02    0.1    79.6   -1.08
1965-05-03    0.0    78.5   -1.07
1965-05-04    0.0    77.5   -1.09
1965-05-05    2.6    79.1   -1.06
1965-05-06    0.0    77.7   -1.21
1965-05-07    0.0    76.5   -1.25
1965-05-08    0.0    75.4   -1.28
1965-05-09    2.2    76.6   -1.26
1965-05-10    0.0    75.2   -1.39
1965-05-11    0.0    74.1   -1.49
1965-05-12    0.0    73.0   -1.58
1965-05-13    0.0    71.9   -1.53
1965-05-14    0.0    70.9   -1.60
1965-05-15    0.0    69.9   -1.62
1965-05-16    0.0    69.0   -1.67
1965-05-17    0.0    68.0   -1.66
1965-05-18    0.0    67.1   -1.70
1965-05-19    0.0    66.2   -1.79
1965-05-20    3.8    69.1   -1.71
1965-05-21    0.0    67.6   -1.72
1965-05-22    0.0    66.4   -1.86
1965-05-23    0.0    65.3   -1.82
1965-05-24    1.8    66.1   -1.73
1965-05-25    0.2    65.1   -1.78
1965-05-26    0.0    64.0   -1.79
1965-05-27    0.9    63.8   -1.82
1965-05-28    0.0    62.7   -1.79
1965-05-29    0.0    61.7   -1.80
1965-05-30    0.0    60.7   -1.75
1965-05-31    0.0    59.7   -1.76
1965-06-01    0.0    58.8   -1.78
1965-06-02    0.0    57.9   -1.68
1965-06-03    0.5    57.5   -1.74
1965-06-04    0.0    56.6   -1.80
1965-06-05    0.0    55.7   -1.92
1965-06-06    0.0    54.8   -1.96
1965-06-07    0.0    54.0   -1.89
1965-06-08    0.0    53.1   -1.93
1965-06-09    0.0    52.3   -1.94
1965-06-10    0.0    51.5   -2.10
1965-06-11    0.0    50.7   -2.09
1965-06-12    0.0    49.9   -2.05
1965-06-13   15.8    64.9   -1.59
1965-06-14    0.0    61.7   -1.66
1965-06-15    0.0    59.7   -1.71
1965-06-16    5.9    64.0   -1.72
1965-06-17    0.6    62.4   -1.74
1965-06-18    0.0    60.6   -1.89
1965-06-19    0.0    59.1   -1.69
1965-06-20    1.0    58.7   -1.70
1965-06-21    0.0    57.3   -1.56
1965-06-22    0.0    56.1   -1.63
1965-06-23    0.0    54.9   -1.65
1965-06-24    0.0    53.8   -1.45
1965-06-25    0.0    52.8   -1.36
1965-06-26    0.0    51.7   -1.43
1965-06-27    0.0    50.8   -1.51
1965-06-28    0.0    49.8   -1.57
1965-06-29    0.0    48.8   -1.66
1965-06-30    0.0    47.9   -1.76
1965-07-01    0.1    47.1   -1.79
1965-07-02    0.0    46.3   -1.85
1965-07-03    0.0    45.5   -2.05
1965-07-04   18.3    63.0   -1.73
1965-07-05    0.0    59.4   -1.86
1965-07-06    0.0    57.2   -1.81
1965-07-07    9.8    65.3   -1.69
1965-07-08    0.0    62.3   -1.77
1965-07-09   13.1    73.4   -1.65
1965-07-10   91.9   161.6   -0.64
1965-07-11   16.0   160.9   -0.75
1965-07-12    0.0   149.4   -0.91
1965-07-13   15.2   156.9   -0.80
1965-07-14   59.1   207.7   -0.31
1965-07-15   32.9   225.5   -0.27
1965-07-16  108.8   319.7    0.43
1965-07-17   22.9   316.0    0.34
1965-07-18    0.0   296.4    0.20
1965-07-19    0.0   282.6    0.04
1965-07-20  144.9   416.5    1.19
1965-07-21   16.0   400.9    1.09
1965-07-22    1.7   381.0    0.90
1965-07-23    0.0   364.9    0.81
1965-07-24    0.0   352.0    0.56
1965-07-25    0.0   341.0    0.42
1965-07-26   41.0   372.4    0.65
1965-07-27    1.4   358.8    0.32
1965-07-28    4.4   352.0    0.25
1965-07-29   34.1   376.0    0.41
1965-07-30    0.0   362.1    0.35
1965-07-31    0.0   351.7    0.31
1965-08-01    0.0   342.9    0.20
1965-08-02    7.6   342.6    0.12
1965-08-03   90.8   425.1    0.76
1965-08-04   17.9   421.7    0.67
1965-08-05    8.9   414.3    0.65
1965-08-06   12.0   412.8    0.59
1965-08-07   11.7   411.8    0.46
1965-08-08    0.0   399.7    0.26
1965-08-09    0.0   389.9    0.24
1965-08-10    4.5   385.8    0.18
1965-08-11    8.4   385.6    0.17
1965-08-12    0.4   377.2    0.11
1965-08-13    0.0   369.6    0.05
1965-08-14   44.2   406.9    0.29
1965-08-15    0.0   393.7    0.18
1965-08-16    0.0   384.3    0.14
1965-08-17    7.4   383.7    0.16
