   Date      Prec    AWRI     EDI
2010-03-15   82.5   340.8    1.08
2010-04-15   62.8   308.9    0.73
2010-05-15  124.0   342.9    0.68
2010-06-15  127.6   364.6    0.25
2010-07-15  239.2   490.6   -0.60
2010-08-15  598.7   949.2    0.55
2010-09-15  671.5  1347.1    2.26
2010-10-15   25.6  1001.5    2.09
2010-11-15   10.9   786.3    1.85
2010-12-15   16.1   637.7    1.88
